id;assessmentDate;assessmentRound;assessedBy;approvedBy;documentationScreening;documentationPopulationReduction;documentationGeographicExtent;documentationPopulationSize;documentationQuantitativeAnalysis;scientificName;vernacularName;population;taxonID;scientificNameAuthorship;family;order;speciesGroup;redlistCategory;redlistCategoryCriteria;redlistCategoryUpDownListing;habitat.ecosystems;habitat.overallHabitatTypes;habitat.specificHabitatTypes;habitat.overallSubstrates;habitat.substrates;habitat.diets;habitat.dietsSpecies;habitat.dietsGenera;humidity.min;humidity.max;reaction.min;reaction.max;nutrient.min;nutrient.max;salinity.min;salinity.max;lightCondition.min;lightCondition.max;temperature.min;temperature.max;disturbance.min;disturbance.max;geography.extentOfOccurrence;geography.areaOfOccurrence;geography.numberOfLocations;geography.fragmented;reduction.amount;reduction.timespan;population.matureIndividuals;quantitativeAnalysis;additionalInformation.yearOfFirstRecord;additionalInformation.yearOfMostRecentRecord;additionalInformation.trend;extended.historicNumberOfLocalities;extended.historicTrendDescription;extended.native;extended.geographicExtentCrossesRegion;extended.threats;extended.overallThreats;extended.nationalDistribution;extended.totalDistribution;extended.commentsForUpdownListing;extended.commentsForNomenclature;extended.references;extended.commentsForAdditionalInformation;extended.additionalComments
9597;2018;2019;Peter Wind;Søren Grøntved;;;Finger-lærkespore er som ansvarsart blevet overvåget som led i NOVANA programmet, ligesom den er blevet målrettet eftersøgt bl.a. på Fyn (Naturdatabasen 2009, Tranberg et al. 2003, 2005, 2006, 2007). På den baggrund er den blevet registreret på omkring 75 lokaliteter i 53 ruder fordelt med 3 i Jylland, 7 på Fyn, 7 på Lolland, Falster og Møn, 29 på Sjælland og 7 på Bornholm (Naturdatabasen 2009). Arten er registreret i 93 ruder i AFD (Hartvig 2015). Arten er gået statistisk signifikant tilbage i NOVANA habitatovervågningen. Denne tilbagegang synes også åbenlys ved færdsel i felten i artens kendte forekomstområde. Det formodes der er 1 lokaliteter pr. AFD rude på trods af det lavere antal fra tidligere inventering. Forekomstareal er beregnet med 2x2 km metoden.;;;Corydalis pumila;Finger-lærkespore;National;;(Host) Rchb.;Fumariaceae;Papaverales;Karplanter;NT;B2b;;Terrestrisk;Skov og krat;Kalkrig skov, Muldbundsskov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;;Vestgrænsen for finger-lærkespores naturlige udbredelse går gennem Danmark (Hultén & Fries 1986). Den er udpeget som national ansvarsart.;;True;;;;;;;;-;
9594;2018;2019;Peter Wind;Søren Grøntved;Hassel er hjemmehørende i Danmark. Arten er registreret i 1165 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Corylus avellana;Hassel;National;;L.;Betulaceae;Fagales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Hassel forekommer i de fleste egne af Danmark. Arten er mindre almindelig i Nord-, Vest- og Sydvestjylland samt på det nordlige Djursland.
9610;2018;2019;Peter Wind;Søren Grøntved;Sandskæg er hjemmehørende i Danmark. I forhold til Pedersen (1974) er arten langt sjældnere i det indre af Jylland i AFD, bortset fra det centrale podsolområde (Hartvig 2015). Sandskæg er registreret i 529 ruder i AFD (Hartvig 2015). Den har så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Corynephorus canescens;Sandskæg;National;;(L.) P. Beauv.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordgrænsen for sandskægs naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Sandskæg er almindelig i Jyllands og Nordvestsjællands hede- og klitegne samt langs Bornholms kyster, mindre hyppig eller manglende i resten af Danmark.
9614;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT.;;;Cotoneaster niger;Sort dværgmispel;National;;(Wahlb.) Fr.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;;;;Sort dværgmispel er en hjemmehørende archaeofyt. Arten er registreret på 26 lokaliteter i 9 ruder i AFD, men den er underrapporteret (Hartvig 2015). Lütken (1989) beskriver dens udbredelse med hist og her i klippeterrænet på Nordbornholm og angiver 44 forekomster langs kysten fra Hasle til Nexø samt to indlandsforekomster. De to 5x5 km ruder mellem Hasle og Hammerknuden ikke blevet dækket i AFD (Hartvig 2015), hvor Lütken (1989) har 10 angivelser. Arten er en busk, som ikke forsvinder i et klippeterræn som er dens primære levested. Det vurderes derfor at antallet af lokaliteter i AFD er for lavt. På den baggrund vurderes bestandsudviklingen at være stabil.;Sort dværgmispel forekommer naturligt i det sydlige Skandinavien og Central- og Østeuropa. Artens udbredelse når gennem den centrale Asien frem til Stillehavskysten (Hultén & Fries 1986).;;Synonym: Cotoneaster melanocarpus auct.;Hartvig 2015, Hultén & Fries 1986, Larsen 1956, Lütken 1989;.;
9606;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af AOO er foretaget med IUCN programmet GeoCAT. I forhold til Lütken (1989) er der sket mere end en halvering af bestande af rød dværgmispel i AFD (Hartvig 2015). Men Lütkens kortlægning var mere grundig og dækkede hele den nordbornholmske kyststrækning. Arten er en busk, der ofte vokser på de yderste dele af det bornholmske kysktklippeterræn og anses derfor ikke at være i tilbagegang.;Bestandsudviklingen for rød dværgmispel anses her for at være stabil. Resultatet af Lütkens kortlægning af den bornholmske flora (1989) er formodentlig fortsat gældende, da der ikke er trusler mod artens voksesteder i det bornholmske klippeterræn.;;Cotoneaster scandinavicus;Rød dværgmispel;National;;B. Hylmö;Rosaceae;Rosales;Karplanter;LC;;;Terrestrisk;Græsland og hede, Skov og krat;Tørgræsland, Tørt krat;;Bar jord/sand, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;22;I forhold til Lütken (1989) er der sket mere end en halvering af bestande af rød dværgmispel i AFD (Hartvig 2015). Men Lütkens kortlægning var mere grundig og dækkede hele den nordbornholmske kyststrækning.;;;;;Rød dværgmispel er en hjemmehørende arkæofyt. Arten er angivet fra henholdsvis 9 og 22 lokaliteter udelukkende på Bornholm (Ødum 1968, Lütken 1989). Dette står i kontrast til AFD, hvor arten er registreret på 6 lokaliteter fordelt på 3 ruder (Hartvig 2015). Lütken (1989) beskriver dens udbredelse med temmelig almindelig i klippeterrænet på Nordbornholm og angiver 22 forekomster langs kysten fra Hasle til Svaneke. De to 5x5 km ruder mellem Hasle og Hammerknuden ikke blevet dækket i AFD (Hartvig 2015), hvor Lütken (1989) har 6 angivelser. Arten er en busk, som ikke forsvinder i et klippeterræn som er dens primære levested. Det vurderes derfor at antallet af lokaliteter i AFD er for lavt.;Rød dværgmispel forekommer naturligt i Estland, Finland, Norge og Sverige samt i Danmark på Bornholm (Hylmö 1993). De bornholmske bestande ligger på vestgrænsen for artens udbredelse.;;Rød bærmispel er før blevet henført til det mellemeuropæiske taxon Cotoneaster integerrimus Medik., men det bornholmske materiale er efter Hylmö's revision (1993) udskilt som en selvstændig art.;Hartvig 2015, Hylmö 1993, Lütken 1989, Ødum 1968;Rød bærmispel vokser yderst på klippeskrænter mod strand, hvor andre buske ikke kan klare sig (Lütken 1989) Den forekommer på Bornholm i klippeterrænet fra Jons Kapel til Svaneke,;Angivelsen af antallet af historisk kendte lokaliteter er baseret på Lütken (1989).
9611;2018;2019;Peter Wind;Søren Grøntved;Strandkål er hjemmehørende i Danmark. Arten er registreret i 294 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Crambe maritima;Strandkål;National;;L.;Brassicaceae;Capparales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Bestandene ved de danske kyster udgør sammen med bestandene på kysterne i balticum strandkåls kerneområde.;;False;;;;;;;;;Strandkål forekommer langs kysterne i de indre danske farvande fra Djursland til Als over Fyn, Lolland, Falster og Sjælland undtagen på Øresundskysten til Bornholm.
9622;2018;2019;Peter Wind;Søren Grøntved;Korsarve er senest registreret i Danmark i Råbjerg Mile i 1994 og i Filsø området i 1995. Da den er enårig, kan den i følge Schou et al. (2017) måske stadig forekomme begge steder.;;Korsarve er enårig, hvor antallet af individer kan svinge ekstremt fra år til år.;;;Crassula aquatica;Korsarve;National;;(L.) Schönl.;Crassulaceae;Saxifragales;Karplanter;CR;B2ac;;Ferskvand;Sø og vandhul;Temporær dam, Kalkfattig sø, klart vand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1994;;;Arten er blevet registreret på 5 lokaltieter med sidste registreringsår i parentes, nemlig de tørlagte Ørnsø ved Ribe (1892) og Rostgårds Dam ved Hellebæk i Nordsjælland (1872) samt Filsø (1995), Søvigsund (1991) i Vestjylland og Råbjerg Mile (1994).;;False;;;Korsarve er en hjemmehørende, enårig arkæofyt. Den er ikke registreret i AFD eller i den genoprettede Filsø (Baastrup-Spohr et al. 2015, Hartvig 2015).;Korsarve er udbredt i Nordeuropa med tyngdepunkt i Sverige og Finland, Rusland, Japan, Korea og Nordamerika (Schou et al. 2015).;;Synonym: Tillaea aquatica L.;Baastrup-Spohr et al. 2015, Hartvig 2015, Schou et al 2017;;
9625;2018;2019;Peter Wind;Søren Grøntved;Almindelig hvidtjørn er hjemmehørende i Danmark. Arten er registreret i 837 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Crataegus laevigata;Almindelig hvidtjørn;National;;(Poir.) DC.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Nordgrænsen for almindelig hvidtjørns naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Almindelig hvidtjørn forekommer i de fleste egne af Danmark (Ødum 1968). Arten plantes hyppigt i bl.a. læbælter og levende hegn.
9623;2018;2019;Peter Wind;Søren Grøntved;Engriflet hvidtjørn er hjemmehørende i Danmark. Arten er registreret i 949 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Crataegus monogyna;Éngriflet hvidtjørn;National;;Jacq.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Engriflet hvidtjørn forekommer i de fleste egne af Danmark (Ødum 1968). Arten plantes hyppigt i bl.a. læbælter og levende hegn.
9631;2018;2019;Peter Wind;Søren Grøntved;Koral-hvidtjørn er hjemmehørende i Danmark. Arten er registreret i 33 ruder. Den er sandsynligvis underrapporteret (Hartvig 2015). Der foreligger ingen oplysninger om koral-hvidtjørns bestandsudvikling. Flere tjørnearter hybridiserer, hvorfor det er muligt, at rene bestande af koral-hvidtjørn kan være truet af hybridisering.;;;;;Crataegus rhipidophylla;Koral-hvidtjørn;National;;Gand.;Rosaceae;Rosales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;False;;;;;;;;;
9627;2018;2019;Peter Wind;Søren Grøntved;Grøn høgeskæg er hjemmehørende i Danmark. Arten er registreret i 1093 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Crepis capillaris;Grøn høgeskæg;National;;(L.) Wallr.;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Grøn høgeskæg optræder bl.a. på marker, vejrabatter, ruderater og omkring bebyggelse.
9632;2018;2019;Peter Wind;Søren Grøntved;Kær-høgeskæg er hjemmehørende i Danmark. Arten er registreret i 550 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Crepis paludosa;Kær-høgeskæg;National;;(L.) Moench;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Kær-høgeskæg forekommer i de fleste egne af Danmark.
9628;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Antallet af kønsmodne individer af afbidt høgeskæg er lavt og svinger fra år til år, ligesom kvaliteten af artens levesteder formodentligt fortsat forringes som følge af påvirkninger fra omgivelserne. Arten er blevet registreret på 38 lokaliteter i Nordjylland og Nordøstsjælland samt én på Fyn (Pedersen 1961b). Den er forsvundet fra Fyn og fra hovedparten af de øvrige voksesteder (Hartvig 2015).;;;Crepis praemorsa;Afbidt høgeskæg;National;;(L.) Tausch;Asteraceae;Asterales;Karplanter;EN;"B1bc; B2bc";;Terrestrisk;Græsland og hede;Kalkgræsland;;Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;35;Afbidt høgeskæg er blevet registreret på 38 lokaliteter i Nordjylland og Nordøstsjælland samt én på Fyn (Pedersen 1961b). Den er forsvundet fra Fyn og fra hovedparten af de øvrige voksesteder (Hartvig 2015).;;True;;;Afbidt høgeskæg er en arkæofyt og vokser på kalkholdige enge og overdrev. Arten er registreret i 7 ruder i AFD (Hartvig 2015).;Afbidt høgeskæg forekommer naturligt i Europa fra Sydskandinavien og Danmark over Central- og Østeurpa og Nordbalkan til det vestlige Centralsibirien. Nordvestgrænsen for artens naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;Hartvig 2015, Hultén & Fries 1986, Pedersen 1961b;Bestandsudviklingen for afbidt høgeskæg er i tilbagegang.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Pedersen 1961b).
9647;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Som enårig svinger antallet af kønsmodne individer meget fra år til år. I forhold til Hansen (1963) er lyng-silke blevet mindre udbredt og hyppig i AFD (Hartvig 2015).;Bestandsudviklingen for lyng-silke er i tilbagegang.;;Cuscuta epithymum var. epithymum;Lyng-silke;National;;;Convolvulaceae;Solanales;Karplanter;EN;B2bc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;117;Lyng-silke er blevet registreret på 117 lokaliteter fordelt på 5 hovedforekomstområder, nemlig Sydvestjylland, Salling og Fur, Samsø, Det sydfynske Øhav og det nordlige Sjælland (Hansen 1963). I forhold til Hansen (1963) er lyng-silke blevet mindre udbredt og hyppig i AFD (Hartvig 2015).;;True;;;Lyng-silke er en enårig arkæofyt. Arten er registreret på omkring 50 lokaliteter i 27 ruder i AFD (Hartvig 2015).;Lyng-silke forekommer i det meste af Europa med nordgrænse i det mellemste Sverige og sporadiske forekomster omkring Middelhavet og i Centralasien . Nordvestgrænsen for artens naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;;;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Hansen 1963).
9653;2018;2019;Peter Wind;Søren Grøntved;;;I beregningen af AOO for nælde-silke vurderes det at der gennemsnitligt er 2 lokaliteter pr. AFD rude. Med 2x2 km metoden fås AOO på 744 km2.;;;Cuscuta europaea;Nælde-silke;National;;L.;Convolvulaceae;Solanales;Karplanter;NT;B2b;;;;;;Løv/stængler;;Urtica dioica;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;;I forhold til Hansen (1963) er arten blevet klart sjældnere i AFD (Hartvig 2015).;;False;;;Nælde-silke er hjemmehørende i Danmark. Arten er en enårig arkæofyt. Arten er registreret i 93 ruder i AFD (Hartvig 2015).;Nælde-silke forekommer naturligt i det meste af Europa (Hultén & Fries 1986).;;;Hansen 1963, Hartvig 2015, Hultén & Fries 1986;;Nælde-silke forekommer sporadisk i Østjylland og Fyn, mens den forsat er hyppigere på Sjælland samt Lolland og Møn.
9658;2018;2019;Peter Wind;Søren Grøntved;Almindelig kamgræs er hjemmehørende i Danmark. Arten er registreret i 903 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil eller i fremgang som følge af artens evne til at indfinde sig på sekundære voksesteder.;;;;;Cynosurus cristatus;Almindelig kamgræs;National;;L.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Almindelig kamgræs er almindelig på tør jordbund i de fleste egne af Danmark. Arten er en af de første til at kolonisere genoprettede overdrev og græsmarker, der lægges brak samt vejrabatter og -skrænter.
9667;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Brun fladaks er tidligere blevet registreret på 22 lokaliteter på Fyn, Falster, Lolland, Møn og Sjælland (Wiinstedt 1943). Nu forekommer arten alene på Sjælland (Hartvig 2015). Arten er enårig og har derfor store årlige udsving i bestandsstørrelser.;Brun fladaks er meteorisk i sin optræden, da frøene kan ligge i mange år i den vanddækkede bund og spire efter udtørring. Omkring 1990 bestod bestanden i Ermelunden af et halvt hundrede individer. I 1996 blev den registreret i ’beskedne mængder’ (Christiansen SG 1996), mens der i 1998 blev observeret to individer (F. Skovgaard, pers.comm. 2001). I 1990 forekom der mange tuer ved søens sydøstlige bred langs hegnet, hvor brun fladaks voksede i mængder (P. Wind pers.obs. 1990). Bestanden ved Tystrup Sø blev i 1996 'set i mængde' (Christiansen SG 1996), mens bestanden i 2000 opgjort til 450 individer (Wind 2002b).;;Cyperus fuscus;Brun fladaks;National;;L.;Cyperaceae;Cyperales;Karplanter;CR;B2bc;;;;;;Fint/groft sand, Grus/små sten;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;22;Brun fladaks er blevet registreret på 22 lokaliteter på Fyn, Falster, Lolland, Møn og Sjælland (Wiinstedt 1943). Nu forekommer arten alene på Sjælland (Hartvig 2015).;;True;;;Brun fladaks er en arkæofyt. Den vokser på dynd- eller sandbund ved tidvis udtørrede søer og damme. Arten er registreret i 3 ruder i AFD (Hartvig 2015). Den er blevet genfundet på to lokaliteter i to af ruderne, Tystrup Sø på Midtsjælland og Ermelunden i Lyngby, mens den ikke er blevet registreret ved Glumsø siden 1995 (Christiansen SG 1996, Wind 2002b).;Brun fladaks er udbredt i det meste af Europa med nordgrænse i England, Danmark, Skåne og Gotland. Mod syd forekommer den i Middelhavsområdet og i Nordafrika. Udbredelsen går mod øst gennem Midtrusland til Centralasien (Hultén & Fries 1986).;;;Christiansen SG 1996, Hartvig 2015, Hultén & Fries 1986, Wiinstedt 1943, Wind 2002b;Bestandsudviklingen for brun fladaks er i tilbagegang.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Wiinstedt 1943).
9670;2018;2019;Peter Wind;Søren Grøntved;;;Da fruesko kun forekommer på to lokaliteter, kan udbredelsesarealet ikke opgøres.;Antallet af blomstrende skud af frueskov har været i fremgang i den 30 års periode, bestandene har været overvåget. I perioden 1987-1996 blev der i gennemsnit optalt 49, i perioden 1997-2006 184 og i perioden 2007-2016 283 skud. Grunden til valget af tidsrum er, at optællingerne for Skindbjerglundbestanden ikke er tilgængelige.;;Cypripedium calceolus;Fruesko;National;;L.;Orchidaceae;Orchidales;Karplanter;VU;"D; D2";;Terrestrisk;Skov og krat, Græsland og hede;Kalkrig skov, Kalkgræsland;;Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;1884;2018;Increasing;1;Fruesko blev fundet første gang i Buderupholm Bjergeskov i 1884, hvor bestanden siden ca. 1900 har været indhegnet. Der var oprindeligt to adskilte bestande, men den ene gik til som følge af opgravning af klonerne. Bestanden ved Skindbjerg blev opdaget i 1968 og er nu langt den største (Wind .;;False;;;Fruesko er en arkæofyt. Arten registreret på 2 lokaliteter i 2 ruder i AFD (Hartvig 2015).;Fruesko er udbredt fra Nordspanien og England over Balkan, Centraleuropa og Skandinavien til Rusland og videre gennem Centralasien til Kinas Stillehavskyst (Hultén & Fries 1986).;;;Grøntved 1948, Hartvig 2015, Hultén & Fries 1986;Fruesko er fredet og omfattet af habitatdirektivet.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Grøntved 1948).
9672;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Bestandsudviklingen for bægerbregne er i tilbagegang. Flere af artens sjællandske bestande er meget små og enkelte rummer kun ét individ (SG Christiansen, pers.meddl. 2019).;;;Cystopteris fragilis;Bægerbregne;National;;(L.) Bernh.;Cystopteridaceae;Polypodiales;Karplanter;NT;B2ab;;Terrestrisk;Skov og krat, By;Kalkrig skov, Bygning;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;123;Fra 1800-tallet frem til 1950 er bægerbregne fundet på 123 lokaliteter. Den var især hyppig på stendiger på Øerne og Bornholm og fandtes hist og her i Østjylland (Wiinstedt 1953). I takt med sløjfning af stendigerne er den gået tilbage og kun på Bornholm er der et par store bestande (OB Lyshede pers.meddl. 2007). Den er senest registreret i det tidligere Storstrøms Amt i Knudsskov i 1970, mens den tidligere været kendt fra 4 andre lokaliteter i amtet fordelt på Falster, Lolland, Møn og Sjælland (Faurholdt 2006a).;;False;;;Bægerbregne en hjemmehørende arkæofyt. Den er i dag kendt fra enkelte lokaliteter i Jylland, på Fyn, Sjælland og Bornholm. Bægerbregne er registreret i 17 ruder i AFD (Hartvig 2015).;Bægerbregne har næsten kosmopolitisk udbredelse. I Europa forekommer den fra de arktiske og tempererede områder til bjergene i Sydeuropa og Nordafrika (Hultén & Fries 1986),;;;Faurholdt 2006a, Hartvig 2015, Hultén & Fries 1986, Wiinstedt 1953;Bægerbregne vokser på skyggede skrænter i skove, på stendiger og klipper.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Wiinstedt 1953).
9671;2018;2019;Peter Wind;Søren Grøntved;Gyvel er hjemmehørende i Danmark. Arten er registreret i 1120 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;;;Cytisus scoparius;Gyvel;National;;(L.) Link;Fabaceae;Fabales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Gyvel forekommer i de fleste egne af Danmark.
9673;2018;2019;Peter Wind;Søren Grøntved;Almindelig hundegræs er hjemmehørende i Danmark. Underarten er registreret i 1390 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil eller i fremgang, da den koloniserer nyanlagte vejrabatter og -skrænter samt braklagte græsmarker.;;;;;Dactylis glomerata;Almindelig hundegræs;National;;L.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;;;;;;;;;;Almindelig hundegræs er almindelig i Danmark.
9669;2018;2019;Peter Wind;Søren Grøntved;Skov-hundegræs er hjemmehørende i Danmark. Underarten er registreret i 200 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Dactylis polygama;Skov-hundegræs;National;;Horv.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;;;;;;;;;;Skov-hundegræs forekommer hist og her i muldrige skove i Østjylland og på Øerne.
9684;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO er foretaget med IUCN programmet GeoCAT, mens AOO er fastslået ud fra antallet af de nuværende bestande.;;;Dactylorhiza incarnata subsp. lobelii;Klit-gøgeurt;National;;(Verm.) H.Æ. Pedersen;Orchidaceae;Orchidales;Karplanter;VU;D2;;Terrestrisk;Kyst, Mose og eng;Fersk natureng, kalkrig;;Bar jord/sand, Kalk;;;;;;;;;;;;;;;;;;;;;;;;;;;1980;Decreasing;;Klit-gøgeurt bliver under navnet Dactylorhiza incarnata ssp. incarnata var. dunensis erkendt i Danmark første gang omkring 1980 (Løjtnant 1981a). Intensive undersøgelser har siden bestyrket dens identitet og derved medført, at den er blevet anerkendt som selvstændig underart (Pedersen 2001, 2004).;;True;;;Klit-gøgeurt er en hjemmehørende arkæofyt. Den er registreret på 6 lokaliteter i 4 ruder i AFD (Hartvig 2015). Den har siden 2004 ikke kunnet genfindes på den ene lokalitet, mens den er genfundet på en anden i 2012 (Pedersen 2004, H.Æ. Pedersen, pers.meddl. 2016). Klit-gøgeurt anses her for recent på 5 lokaliteter.;Klit-gøgeurt er udbredt langs Nordsø-kysterne fra Holland over Danmark til det sydlige Norge (Pedersen 2004).;;;Hartvig 2015, Løjtnant 1981b, Pedersen 2001, 2004;Klit-gøgeurt er fredet i Danmark. Den indgår ikke i det nationale orkidéovervågningsprogram.;
9679;2018;2019;Peter Wind;Søren Grøntved;Kødfarvet gøgeurt er hjemmehørende i Danmark. Den er registreret i 338 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Dactylorhiza incarnata var. incarnata;;National;;;Orchidaceae;Orchidales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Kødfarvet gøgeurt er blevet overvåget mere eller mindre regelmæssigt på ca. 20 lokaliteter med og uden drift. Nogle af bestandene er gået markant tilbage, mens andre er status quo eller i fremgang uden at dette umiddelbart kan relateres til driftsformen.
9680;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT efter indsættelse af 3 punkter på Danmarkskortet på baggrund af AFD, én i Jylland og to på Sjælland (Hartvig 2015).;Hvidgul gøgeurt er blevet overvåget uregelmæssigt på 2 af de 3 lokaliteter siden 1987. Ved Udby Vig blev der optalt 729 blomstrende planter i 2012, hvor der året før var optalt 72. Det højeste antal blomstrende skud, 64, ved Hadsund blev optalt i 1987, mens det laveste var 6 i 1991. Der er således tale om bestandsudsving med en faktor 10 inden for få år. Der foreligger ingen oplysninger om bestandsstørrelsen af den anden sjællandske bestand.;;Dactylorhiza incarnata var. ochroleuca;Hvidgul gøgeurt;National;;(Boll) Hyl;Orchidaceae;Orchidales;Karplanter;EN;C2a(ii)b;;Terrestrisk;Mose og eng;Fersk natureng, kalkrig, Rigkær;;Kalk;;;;;;;;;;;;;;;;;;;;;;;;;;1975;;Decreasing;;Hvidgul gøgeurt er først med sikkerhed fastslået i Danmark i midten af 1970’erne (Løjtnant 1977).;;True;;;Hvidgul gøgeurt er registreret i 4 ruder i AFD (Hartvig 2015). Bestanden i Eskebjerg Vesterlyng ruden er fejlbestemt, idet der er tale om hvidblomstrede individer af kødfarvet gøgeurt (Dactylorhiza incarnata subsp. incarnata var. incarnata).;Hvidgul gøgeurt har tempereret europæisk udbredelse. Den er udbredt i Mellem- og Nordeuropa, heraf få forekomster i Nordtyskland. Arten er meget sjælden i Norge og Sverige bortset fra Øland og Gotland, hvor den er hyppig. Danmark ligger på NV-grænsen for hvidgul gøgeurts udbredelse i Europa (Hultén & Fries 1986).;;Synonym: Dactylorhiza incarnata (L.) Soo ssp. ochroleuca (Boll) Hunt & Summerh.;Hartvig 2015, Hultén & Fries 1986, Løjtnant 1977;Hvidgul gøgeurt er fredet i Danmark.;
